Mod:Item:MetaData, Localized Name
gregtech:cable:302, 1x HSS-G Wire
gregtech:cable:1302, 2x HSS-G Wire
gregtech:cable:2302, 4x HSS-G Wire
gregtech:cable:3302, 8x HSS-G Wire
gregtech:cable:4302, 16x HSS-G Wire
gregtech:cable:5302, 1x HSS-G Cable
gregtech:cable:6302, 2x HSS-G Cable
gregtech:cable:7302, 4x HSS-G Cable
gregtech:cable:8302, 8x HSS-G Cable
gregtech:cable:9302, 16x HSS-G Cable
gregtech:cable:969, 1x HV Superconductor Wire
gregtech:cable:1969, 2x HV Superconductor Wire
gregtech:cable:2969, 4x HV Superconductor Wire
gregtech:cable:3969, 8x HV Superconductor Wire
gregtech:cable:4969, 16x HV Superconductor Wire
gregtech:cable:5969, 1x HV Superconductor Cable
gregtech:cable:6969, 2x HV Superconductor Cable
gregtech:cable:7969, 4x HV Superconductor Cable
gregtech:cable:8969, 8x HV Superconductor Cable
gregtech:cable:9969, 16x HV Superconductor Cable
gregtech:cable:975, 1x HV Superconductor Base Wire
gregtech:cable:1975, 2x HV Superconductor Base Wire
gregtech:cable:2975, 4x HV Superconductor Base Wire
gregtech:cable:3975, 8x HV Superconductor Base Wire
gregtech:cable:4975, 16x HV Superconductor Base Wire
gregtech:cable:5975, 1x HV Superconductor Base Cable
gregtech:cable:6975, 2x HV Superconductor Base Cable
gregtech:cable:7975, 4x HV Superconductor Base Cable
gregtech:cable:8975, 8x HV Superconductor Base Cable
gregtech:cable:9975, 16x HV Superconductor Base Cable
gregtech:cable:33, 1x Iron Wire
gregtech:cable:1033, 2x Iron Wire
gregtech:cable:2033, 4x Iron Wire
gregtech:cable:3033, 8x Iron Wire
gregtech:cable:4033, 16x Iron Wire
gregtech:cable:5033, 1x Iron Cable
gregtech:cable:6033, 2x Iron Cable
gregtech:cable:7033, 4x Iron Cable
gregtech:cable:8033, 8x Iron Cable
gregtech:cable:9033, 16x Iron Cable
gregtech:cable:967, 1x IV Superconductor Wire
gregtech:cable:1967, 2x IV Superconductor Wire
gregtech:cable:2967, 4x IV Superconductor Wire
gregtech:cable:3967, 8x IV Superconductor Wire
gregtech:cable:4967, 16x IV Superconductor Wire
gregtech:cable:5967, 1x IV Superconductor Cable
gregtech:cable:6967, 2x IV Superconductor Cable
gregtech:cable:7967, 4x IV Superconductor Cable
gregtech:cable:8967, 8x IV Superconductor Cable
gregtech:cable:9967, 16x IV Superconductor Cable
gregtech:cable:973, 1x IV Superconductor Base Wire
gregtech:cable:1973, 2x IV Superconductor Base Wire
gregtech:cable:2973, 4x IV Superconductor Base Wire
gregtech:cable:3973, 8x IV Superconductor Base Wire
gregtech:cable:4973, 16x IV Superconductor Base Wire
gregtech:cable:5973, 1x IV Superconductor Base Cable
gregtech:cable:6973, 2x IV Superconductor Base Cable
gregtech:cable:7973, 4x IV Superconductor Base Cable
gregtech:cable:8973, 8x IV Superconductor Base Cable
gregtech:cable:9973, 16x IV Superconductor Base Cable
gregtech:cable:127, 1x Kanthal Wire
gregtech:cable:1127, 2x Kanthal Wire
gregtech:cable:2127, 4x Kanthal Wire
gregtech:cable:3127, 8x Kanthal Wire
gregtech:cable:4127, 16x Kanthal Wire
gregtech:cable:5127, 1x Kanthal Cable
gregtech:cable:6127, 2x Kanthal Cable
gregtech:cable:7127, 4x Kanthal Cable
gregtech:cable:8127, 8x Kanthal Cable
gregtech:cable:9127, 16x Kanthal Cable
gregtech:cable:35, 1x Lead Wire
gregtech:cable:1035, 2x Lead Wire
gregtech:cable:2035, 4x Lead Wire
gregtech:cable:3035, 8x Lead Wire
gregtech:cable:4035, 16x Lead Wire
gregtech:cable:5035, 1x Lead Cable
gregtech:cable:6035, 2x Lead Cable
gregtech:cable:7035, 4x Lead Cable
gregtech:cable:8035, 8x Lead Cable
gregtech:cable:9035, 16x Lead Cable
gregtech:cable:966, 1x LuV Superconductor Wire
gregtech:cable:1966, 2x LuV Superconductor Wire
gregtech:cable:2966, 4x LuV Superconductor Wire
gregtech:cable:3966, 8x LuV Superconductor Wire
gregtech:cable:4966, 16x LuV Superconductor Wire
gregtech:cable:5966, 1x LuV Superconductor Cable
gregtech:cable:6966, 2x LuV Superconductor Cable
gregtech:cable:7966, 4x LuV Superconductor Cable
gregtech:cable:8966, 8x LuV Superconductor Cable
gregtech:cable:9966, 16x LuV Superconductor Cable
gregtech:cable:972, 1x LuV Superconductor Base Wire
gregtech:cable:1972, 2x LuV Superconductor Base Wire
gregtech:cable:2972, 4x LuV Superconductor Base Wire
gregtech:cable:3972, 8x LuV Superconductor Base Wire
gregtech:cable:4972, 16x LuV Superconductor Base Wire
gregtech:cable:5972, 1x LuV Superconductor Base Cable
gregtech:cable:6972, 2x LuV Superconductor Base Cable
gregtech:cable:7972, 4x LuV Superconductor Base Cable
gregtech:cable:8972, 8x LuV Superconductor Base Cable
gregtech:cable:9972, 16x LuV Superconductor Base Cable
gregtech:cable:970, 1x MV Superconductor Wire
gregtech:cable:1970, 2x MV Superconductor Wire
gregtech:cable:2970, 4x MV Superconductor Wire
gregtech:cable:3970, 8x MV Superconductor Wire
gregtech:cable:4970, 16x MV Superconductor Wire
gregtech:cable:5970, 1x MV Superconductor Cable
gregtech:cable:6970, 2x MV Superconductor Cable
gregtech:cable:7970, 4x MV Superconductor Cable
gregtech:cable:8970, 8x MV Superconductor Cable
gregtech:cable:9970, 16x MV Superconductor Cable
gregtech:cable:976, 1x MV Superconductor Base Wire
gregtech:cable:1976, 2x MV Superconductor Base Wire
gregtech:cable:2976, 4x MV Superconductor Base Wire
gregtech:cable:3976, 8x MV Superconductor Base Wire
gregtech:cable:4976, 16x MV Superconductor Base Wire
gregtech:cable:5976, 1x MV Superconductor Base Cable
gregtech:cable:6976, 2x MV Superconductor Base Cable
gregtech:cable:7976, 4x MV Superconductor Base Cable
gregtech:cable:8976, 8x MV Superconductor Base Cable
gregtech:cable:9976, 16x MV Superconductor Base Cable
gregtech:cable:307, 1x Naquadah Wire
gregtech:cable:1307, 2x Naquadah Wire
gregtech:cable:2307, 4x Naquadah Wire
gregtech:cable:3307, 8x Naquadah Wire
gregtech:cable:4307, 16x Naquadah Wire
gregtech:cable:5307, 1x Naquadah Cable
gregtech:cable:6307, 2x Naquadah Cable
gregtech:cable:7307, 4x Naquadah Cable
gregtech:cable:8307, 8x Naquadah Cable
gregtech:cable:9307, 16x Naquadah Cable
gregtech:cable:308, 1x Naquadah Alloy Wire
gregtech:cable:1308, 2x Naquadah Alloy Wire
gregtech:cable:2308, 4x Naquadah Alloy Wire
gregtech:cable:3308, 8x Naquadah Alloy Wire
gregtech:cable:4308, 16x Naquadah Alloy Wire
gregtech:cable:5308, 1x Naquadah Alloy Cable
gregtech:cable:6308, 2x Naquadah Alloy Cable
gregtech:cable:7308, 4x Naquadah Alloy Cable
gregtech:cable:8308, 8x Naquadah Alloy Cable
gregtech:cable:9308, 16x Naquadah Alloy Cable
gregtech:cable:133, 1x Nichrome Wire
gregtech:cable:1133, 2x Nichrome Wire
gregtech:cable:2133, 4x Nichrome Wire
gregtech:cable:3133, 8x Nichrome Wire
gregtech:cable:4133, 16x Nichrome Wire
gregtech:cable:5133, 1x Nichrome Cable
gregtech:cable:6133, 2x Nichrome Cable
gregtech:cable:7133, 4x Nichrome Cable
gregtech:cable:8133, 8x Nichrome Cable
gregtech:cable:9133, 16x Nichrome Cable
gregtech:cable:44, 1x Nickel Wire
gregtech:cable:1044, 2x Nickel Wire
gregtech:cable:2044, 4x Nickel Wire
gregtech:cable:3044, 8x Nickel Wire
gregtech:cable:4044, 16x Nickel Wire
gregtech:cable:5044, 1x Nickel Cable
gregtech:cable:6044, 2x Nickel Cable
gregtech:cable:7044, 4x Nickel Cable
gregtech:cable:8044, 8x Nickel Cable
gregtech:cable:9044, 16x Nickel Cable
gregtech:cable:135, 1x Niobium-Titanium Wire
gregtech:cable:1135, 2x Niobium-Titanium Wire
gregtech:cable:2135, 4x Niobium-Titanium Wire
gregtech:cable:3135, 8x Niobium-Titanium Wire
gregtech:cable:4135, 16x Niobium-Titanium Wire
gregtech:cable:5135, 1x Niobium-Titanium Cable
gregtech:cable:6135, 2x Niobium-Titanium Cable
gregtech:cable:7135, 4x Niobium-Titanium Cable
gregtech:cable:8135, 8x Niobium-Titanium Cable
gregtech:cable:9135, 16x Niobium-Titanium Cable
gregtech:cable:47, 1x Osmium Wire
gregtech:cable:1047, 2x Osmium Wire
gregtech:cable:2047, 4x Osmium Wire
gregtech:cable:3047, 8x Osmium Wire
gregtech:cable:4047, 16x Osmium Wire
gregtech:cable:5047, 1x Osmium Cable
gregtech:cable:6047, 2x Osmium Cable
gregtech:cable:7047, 4x Osmium Cable
gregtech:cable:8047, 8x Osmium Cable
gregtech:cable:9047, 16x Osmium Cable
gregtech:cable:49, 1x Palladium Wire
gregtech:cable:1049, 2x Palladium Wire
gregtech:cable:2049, 4x Palladium Wire
gregtech:cable:3049, 8x Palladium Wire
gregtech:cable:4049, 16x Palladium Wire
gregtech:cable:5049, 1x Palladium Cable
gregtech:cable:6049, 2x Palladium Cable
gregtech:cable:7049, 4x Palladium Cable
gregtech:cable:8049, 8x Palladium Cable
gregtech:cable:9049, 16x Palladium Cable
gregtech:cable:51, 1x Platinum Wire
gregtech:cable:1051, 2x Platinum Wire
gregtech:cable:2051, 4x Platinum Wire
gregtech:cable:3051, 8x Platinum Wire
gregtech:cable:4051, 16x Platinum Wire
gregtech:cable:5051, 1x Platinum Cable
gregtech:cable:6051, 2x Platinum Cable
gregtech:cable:7051, 4x Platinum Cable
gregtech:cable:8051, 8x Platinum Cable
gregtech:cable:9051, 16x Platinum Cable
gregtech:cable:237, 1x Red Alloy Wire
gregtech:cable:1237, 2x Red Alloy Wire
gregtech:cable:2237, 4x Red Alloy Wire
gregtech:cable:3237, 8x Red Alloy Wire
gregtech:cable:4237, 16x Red Alloy Wire
gregtech:cable:5237, 1x Red Alloy Cable
gregtech:cable:6237, 2x Red Alloy Cable
gregtech:cable:7237, 4x Red Alloy Cable
gregtech:cable:8237, 8x Red Alloy Cable
gregtech:cable:9237, 16x Red Alloy Cable
gregtech:cable:62, 1x Silver Wire
gregtech:cable:1062, 2x Silver Wire
gregtech:cable:2062, 4x Silver Wire
gregtech:cable:3062, 8x Silver Wire
gregtech:cable:4062, 16x Silver Wire
gregtech:cable:5062, 1x Silver Cable
gregtech:cable:6062, 2x Silver Cable
gregtech:cable:7062, 4x Silver Cable
gregtech:cable:8062, 8x Silver Cable
gregtech:cable:9062, 16x Silver Cable
gregtech:cable:180, 1x Soldering Alloy Wire
gregtech:cable:1180, 2x Soldering Alloy Wire
gregtech:cable:2180, 4x Soldering Alloy Wire
gregtech:cable:3180, 8x Soldering Alloy Wire
gregtech:cable:4180, 16x Soldering Alloy Wire
gregtech:cable:5180, 1x Soldering Alloy Cable
gregtech:cable:6180, 2x Soldering Alloy Cable
gregtech:cable:7180, 4x Soldering Alloy Cable
gregtech:cable:8180, 8x Soldering Alloy Cable
gregtech:cable:9180, 16x Soldering Alloy Cable
gregtech:cable:184, 1x Steel Wire
gregtech:cable:1184, 2x Steel Wire
gregtech:cable:2184, 4x Steel Wire
gregtech:cable:3184, 8x Steel Wire
gregtech:cable:4184, 16x Steel Wire
gregtech:cable:5184, 1x Steel Cable
gregtech:cable:6184, 2x Steel Cable
gregtech:cable:7184, 4x Steel Cable
gregtech:cable:8184, 8x Steel Cable
gregtech:cable:9184, 16x Steel Cable
gregtech:cable:354, 1x Superconductor Wire
gregtech:cable:1354, 2x Superconductor Wire
gregtech:cable:2354, 4x Superconductor Wire
gregtech:cable:3354, 8x Superconductor Wire
gregtech:cable:4354, 16x Superconductor Wire
gregtech:cable:5354, 1x Superconductor Cable
gregtech:cable:6354, 2x Superconductor Cable
gregtech:cable:7354, 4x Superconductor Cable
gregtech:cable:8354, 8x Superconductor Cable
gregtech:cable:9354, 16x Superconductor Cable
gregtech:cable:71, 1x Tin Wire
gregtech:cable:1071, 2x Tin Wire
gregtech:cable:2071, 4x Tin Wire
gregtech:cable:3071, 8x Tin Wire
gregtech:cable:4071, 16x Tin Wire
gregtech:cable:5071, 1x Tin Cable
gregtech:cable:6071, 2x Tin Cable
gregtech:cable:7071, 4x Tin Cable
gregtech:cable:8071, 8x Tin Cable
gregtech:cable:9071, 16x Tin Cable
gregtech:cable:72, 1x Titanium Wire
gregtech:cable:1072, 2x Titanium Wire
gregtech:cable:2072, 4x Titanium Wire
gregtech:cable:3072, 8x Titanium Wire
gregtech:cable:4072, 16x Titanium Wire
gregtech:cable:5072, 1x Titanium Cable
gregtech:cable:6072, 2x Titanium Cable
gregtech:cable:7072, 4x Titanium Cable
gregtech:cable:8072, 8x Titanium Cable
gregtech:cable:9072, 16x Titanium Cable
gregtech:cable:74, 1x Tungsten Wire
gregtech:cable:1074, 2x Tungsten Wire
gregtech:cable:2074, 4x Tungsten Wire
gregtech:cable:3074, 8x Tungsten Wire
gregtech:cable:4074, 16x Tungsten Wire
gregtech:cable:5074, 1x Tungsten Cable
gregtech:cable:6074, 2x Tungsten Cable
gregtech:cable:7074, 4x Tungsten Cable
gregtech:cable:8074, 8x Tungsten Cable
gregtech:cable:9074, 16x Tungsten Cable
gregtech:cable:235, 1x Tungstensteel Wire
gregtech:cable:1235, 2x Tungstensteel Wire
gregtech:cable:2235, 4x Tungstensteel Wire
gregtech:cable:3235, 8x Tungstensteel Wire
gregtech:cable:4235, 16x Tungstensteel Wire
gregtech:cable:5235, 1x Tungstensteel Cable
gregtech:cable:6235, 2x Tungstensteel Cable
gregtech:cable:7235, 4x Tungstensteel Cable
gregtech:cable:8235, 8x Tungstensteel Cable
gregtech:cable:9235, 16x Tungstensteel Cable
gregtech:cable:744, 1x UV Superconductor Wire
gregtech:cable:1744, 2x UV Superconductor Wire
gregtech:cable:2744, 4x UV Superconductor Wire
gregtech:cable:3744, 8x UV Superconductor Wire
gregtech:cable:4744, 16x UV Superconductor Wire
gregtech:cable:5744, 1x UV Superconductor Cable
gregtech:cable:6744, 2x UV Superconductor Cable
gregtech:cable:7744, 4x UV Superconductor Cable
gregtech:cable:8744, 8x UV Superconductor Cable
gregtech:cable:9744, 16x UV Superconductor Cable
gregtech:cable:745, 1x UV Superconductor Base Wire
gregtech:cable:1745, 2x UV Superconductor Base Wire
gregtech:cable:2745, 4x UV Superconductor Base Wire
gregtech:cable:3745, 8x UV Superconductor Base Wire
gregtech:cable:4745, 16x UV Superconductor Base Wire
gregtech:cable:5745, 1x UV Superconductor Base Cable
gregtech:cable:6745, 2x UV Superconductor Base Cable
gregtech:cable:7745, 4x UV Superconductor Base Cable
gregtech:cable:8745, 8x UV Superconductor Base Cable
gregtech:cable:9745, 16x UV Superconductor Base Cable
gregtech:cable:195, 1x Vanadium-Gallium Wire
gregtech:cable:1195, 2x Vanadium-Gallium Wire
gregtech:cable:2195, 4x Vanadium-Gallium Wire
gregtech:cable:3195, 8x Vanadium-Gallium Wire
gregtech:cable:4195, 16x Vanadium-Gallium Wire
gregtech:cable:5195, 1x Vanadium-Gallium Cable
gregtech:cable:6195, 2x Vanadium-Gallium Cable
gregtech:cable:7195, 4x Vanadium-Gallium Cable
gregtech:cable:8195, 8x Vanadium-Gallium Cable
gregtech:cable:9195, 16x Vanadium-Gallium Cable
gregtech:cable:200, 1x Yttrium Barium Cuprate Wire
gregtech:cable:1200, 2x Yttrium Barium Cuprate Wire
gregtech:cable:2200, 4x Yttrium Barium Cuprate Wire
gregtech:cable:3200, 8x Yttrium Barium Cuprate Wire
gregtech:cable:4200, 16x Yttrium Barium Cuprate Wire
gregtech:cable:5200, 1x Yttrium Barium Cuprate Cable
gregtech:cable:6200, 2x Yttrium Barium Cuprate Cable
gregtech:cable:7200, 4x Yttrium Barium Cuprate Cable
gregtech:cable:8200, 8x Yttrium Barium Cuprate Cable
gregtech:cable:9200, 16x Yttrium Barium Cuprate Cable
gregtech:cable:79, 1x Zinc Wire
gregtech:cable:1079, 2x Zinc Wire
gregtech:cable:2079, 4x Zinc Wire
gregtech:cable:3079, 8x Zinc Wire
gregtech:cable:4079, 16x Zinc Wire
gregtech:cable:5079, 1x Zinc Cable
gregtech:cable:6079, 2x Zinc Cable
gregtech:cable:7079, 4x Zinc Cable
gregtech:cable:8079, 8x Zinc Cable
gregtech:cable:9079, 16x Zinc Cable
gregtech:cable:964, 1x ZPM Superconductor Wire
gregtech:cable:1964, 2x ZPM Superconductor Wire
gregtech:cable:2964, 4x ZPM Superconductor Wire
gregtech:cable:3964, 8x ZPM Superconductor Wire
gregtech:cable:4964, 16x ZPM Superconductor Wire
gregtech:cable:5964, 1x ZPM Superconductor Cable
gregtech:cable:6964, 2x ZPM Superconductor Cable
gregtech:cable:7964, 4x ZPM Superconductor Cable
gregtech:cable:8964, 8x ZPM Superconductor Cable
gregtech:cable:9964, 16x ZPM Superconductor Cable
gregtech:cable:971, 1x ZPM Superconductor Base Wire
gregtech:cable:1971, 2x ZPM Superconductor Base Wire
gregtech:cable:2971, 4x ZPM Superconductor Base Wire
gregtech:cable:3971, 8x ZPM Superconductor Base Wire
gregtech:cable:4971, 16x ZPM Superconductor Base Wire
gregtech:cable:5971, 1x ZPM Superconductor Base Cable
gregtech:cable:6971, 2x ZPM Superconductor Base Cable
gregtech:cable:7971, 4x ZPM Superconductor Base Cable
gregtech:cable:8971, 8x ZPM Superconductor Base Cable
gregtech:cable:9971, 16x ZPM Superconductor Base Cable
gregtech:fluid_pipe:95, Tiny Bronze Pipe
gregtech:fluid_pipe:1095, Small Bronze Pipe
gregtech:fluid_pipe:2095, Medium Bronze Pipe
gregtech:fluid_pipe:3095, Large Bronze Pipe
gregtech:fluid_pipe:18, Tiny Copper Pipe
gregtech:fluid_pipe:1018, Small Copper Pipe
gregtech:fluid_pipe:2018, Medium Copper Pipe
gregtech:fluid_pipe:3018, Large Copper Pipe
gregtech:fluid_pipe:963, Tiny Enderium Pipe
gregtech:fluid_pipe:1963, Small Enderium Pipe
gregtech:fluid_pipe:2963, Medium Enderium Pipe
gregtech:fluid_pipe:3963, Large Enderium Pipe
gregtech:fluid_pipe:851, Tiny Lafium Pipe
gregtech:fluid_pipe:1851, Small Lafium Pipe
gregtech:fluid_pipe:2851, Medium Lafium Pipe
gregtech:fluid_pipe:3851, Large Lafium Pipe
gregtech:fluid_pipe:307, Tiny Naquadah Pipe
gregtech:fluid_pipe:1307, Small Naquadah Pipe
gregtech:fluid_pipe:2307, Medium Naquadah Pipe
gregtech:fluid_pipe:3307, Large Naquadah Pipe
gregtech:fluid_pipe:993, Tiny Neutronium Pipe
gregtech:fluid_pipe:1993, Small Neutronium Pipe
gregtech:fluid_pipe:2993, Medium Neutronium Pipe
gregtech:fluid_pipe:3993, Large Neutronium Pipe
gregtech:fluid_pipe:135, Tiny Niobium-Titanium Pipe
gregtech:fluid_pipe:1135, Small Niobium-Titanium Pipe
gregtech:fluid_pipe:2135, Medium Niobium-Titanium Pipe
gregtech:fluid_pipe:3135, Large Niobium-Titanium Pipe
gregtech:fluid_pipe:141, Tiny Polyethylene Pipe
gregtech:fluid_pipe:1141, Small Polyethylene Pipe
gregtech:fluid_pipe:2141, Medium Polyethylene Pipe
gregtech:fluid_pipe:3141, Large Polyethylene Pipe
gregtech:fluid_pipe:840, Tiny Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:1840, Small Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:2840, Medium Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:3840, Large Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:145, Tiny Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:1145, Small Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:2145, Medium Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:3145, Large Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:183, Tiny Stainless Steel Pipe
gregtech:fluid_pipe:1183, Small Stainless Steel Pipe
gregtech:fluid_pipe:2183, Medium Stainless Steel Pipe
gregtech:fluid_pipe:3183, Large Stainless Steel Pipe
gregtech:fluid_pipe:184, Tiny Steel Pipe
gregtech:fluid_pipe:1184, Small Steel Pipe
gregtech:fluid_pipe:2184, Medium Steel Pipe
gregtech:fluid_pipe:3184, Large Steel Pipe
gregtech:fluid_pipe:72, Tiny Titanium Pipe
gregtech:fluid_pipe:1072, Small Titanium Pipe
gregtech:fluid_pipe:2072, Medium Titanium Pipe
gregtech:fluid_pipe:3072, Large Titanium Pipe
gregtech:fluid_pipe:235, Tiny Tungstensteel Pipe
gregtech:fluid_pipe:1235, Small Tungstensteel Pipe
gregtech:fluid_pipe:2235, Medium Tungstensteel Pipe
